timestamp,accX,accY,accZ
175038970,0.05,-0.92,-0.38
175041069,0.04,-0.89,-0.41
175043047,0.04,-0.89,-0.41
175045015,0.04,-0.89,-0.41
175047022,0.04,-0.89,-0.41
175049016,0.04,-0.89,-0.41
175051051,0.01,-0.86,-0.39
175053017,0.01,-0.86,-0.39
175055016,0.01,-0.86,-0.39
175057016,0.01,-0.86,-0.39
175058999,0.01,-0.86,-0.39
175060981,0.01,-0.86,-0.39
175063036,-0.04,-0.89,-0.31
175065119,-0.04,-0.89,-0.31
175066981,-0.04,-0.89,-0.31
175068969,-0.04,-0.89,-0.31
175070970,-0.04,-0.89,-0.31
175073026,-0.04,-0.89,-0.34
175074976,-0.04,-0.89,-0.34
175076970,-0.04,-0.89,-0.34
175078974,-0.04,-0.89,-0.34
175080973,-0.04,-0.89,-0.34
175083052,-0.03,-0.91,-0.37
175085028,-0.03,-0.91,-0.37
175087015,-0.03,-0.91,-0.37
175089012,-0.03,-0.91,-0.37
175091116,-0.03,-0.91,-0.37
175093057,-0.02,-0.91,-0.37
175095034,-0.02,-0.91,-0.37
175097014,-0.02,-0.91,-0.37
175099010,-0.02,-0.91,-0.37
175100979,-0.02,-0.91,-0.37
175102997,-0.02,-0.92,-0.41
175105052,-0.02,-0.92,-0.41
175106980,-0.02,-0.92,-0.41
175108992,-0.02,-0.92,-0.41
175110996,-0.02,-0.92,-0.41
175113015,-0.02,-0.91,-0.40
175115075,-0.02,-0.91,-0.40
175116971,-0.02,-0.91,-0.40
175118969,-0.02,-0.91,-0.40
175120968,-0.02,-0.91,-0.40
175123016,-0.02,-0.91,-0.38
175125007,-0.02,-0.91,-0.38
175127044,-0.02,-0.91,-0.38
175129032,-0.02,-0.91,-0.38
175131018,-0.02,-0.91,-0.38
175133010,-0.02,-0.91,-0.38
175135007,-0.03,-0.90,-0.38
175137007,-0.03,-0.90,-0.38
175138969,-0.03,-0.90,-0.38
175141077,-0.03,-0.90,-0.38
175142969,-0.03,-0.90,-0.38
175144971,-0.03,-0.90,-0.35
175146969,-0.03,-0.90,-0.35
175148969,-0.03,-0.90,-0.35
175150967,-0.03,-0.90,-0.35
175152979,-0.03,-0.90,-0.35
175155059,-0.04,-0.90,-0.35
175156994,-0.04,-0.90,-0.35
175158959,-0.04,-0.90,-0.35
175160958,-0.04,-0.90,-0.35
175163022,-0.04,-0.90,-0.35
175165127,-0.03,-0.90,-0.36
175167023,-0.03,-0.90,-0.36
175169020,-0.03,-0.90,-0.36
175171020,-0.03,-0.90,-0.36
175173042,-0.03,-0.90,-0.36
175175020,-0.02,-0.91,-0.38
175177008,-0.02,-0.91,-0.38
175179008,-0.02,-0.91,-0.38
175180971,-0.02,-0.91,-0.38
175183008,-0.02,-0.91,-0.38
175185049,-0.02,-0.92,-0.39
175187007,-0.02,-0.92,-0.39
175188970,-0.02,-0.92,-0.39
175191087,-0.02,-0.92,-0.39
175193001,-0.02,-0.92,-0.39
175195022,-0.02,-0.91,-0.40
175196975,-0.02,-0.91,-0.40
175198968,-0.02,-0.91,-0.40
175200970,-0.02,-0.91,-0.40
175203029,-0.02,-0.91,-0.40
175205013,-0.02,-0.91,-0.39
175207011,-0.02,-0.91,-0.39
175209015,-0.02,-0.91,-0.39
175211051,-0.02,-0.91,-0.39
175213040,-0.02,-0.91,-0.39
175215129,-0.02,-0.91,-0.39
175217017,-0.02,-0.91,-0.39
175219010,-0.02,-0.91,-0.39
175220968,-0.02,-0.91,-0.39
175222967,-0.02,-0.91,-0.39
175224975,-0.02,-0.91,-0.39
175227047,-0.03,-0.90,-0.38
175228990,-0.03,-0.90,-0.38
175230967,-0.03,-0.90,-0.38
175232966,-0.03,-0.90,-0.38
175234967,-0.03,-0.90,-0.38
175237019,-0.03,-0.90,-0.37
175238968,-0.03,-0.90,-0.37
175241072,-0.03,-0.90,-0.37
175243032,-0.03,-0.90,-0.37
175245018,-0.03,-0.90,-0.37
175247011,-0.03,-0.90,-0.36
175249028,-0.03,-0.90,-0.36
175251039,-0.03,-0.90,-0.36
175253025,-0.03,-0.90,-0.36
175255016,-0.03,-0.90,-0.36
175257015,-0.03,-0.90,-0.37
175259041,-0.03,-0.90,-0.37
175261013,-0.03,-0.90,-0.37
175262967,-0.03,-0.90,-0.37
175265062,-0.03,-0.90,-0.37
175266977,-0.03,-0.90,-0.38
175268966,-0.03,-0.90,-0.38
175270959,-0.03,-0.90,-0.38
175272975,-0.03,-0.90,-0.38
175275018,-0.03,-0.90,-0.38
175276969,-0.02,-0.91,-0.39
175278968,-0.02,-0.91,-0.39
175280969,-0.02,-0.91,-0.39
175283129,-0.02,-0.91,-0.39
175285020,-0.02,-0.91,-0.39
175287006,-0.02,-0.91,-0.39
175289019,-0.02,-0.91,-0.39
175291181,-0.02,-0.91,-0.39
175293020,-0.02,-0.91,-0.39
175295016,-0.02,-0.91,-0.39
175297015,-0.02,-0.91,-0.39
175299009,-0.02,-0.91,-0.39
175300969,-0.02,-0.91,-0.39
175303003,-0.02,-0.91,-0.39
175305041,-0.02,-0.91,-0.39
175306985,-0.02,-0.91,-0.39
175308980,-0.02,-0.90,-0.39
175310968,-0.02,-0.90,-0.39
175312980,-0.02,-0.90,-0.39
175315125,-0.02,-0.90,-0.39
175317006,-0.02,-0.90,-0.39
175318983,-0.02,-0.90,-0.38
175320969,-0.02,-0.90,-0.38
175323033,-0.02,-0.90,-0.38
175325018,-0.02,-0.90,-0.38
175327009,-0.02,-0.90,-0.38
175329005,-0.03,-0.90,-0.38
175331010,-0.03,-0.90,-0.38
175333016,-0.03,-0.90,-0.38
175335035,-0.03,-0.90,-0.38
175337013,-0.03,-0.90,-0.38
175338970,-0.02,-0.90,-0.38
175341076,-0.02,-0.90,-0.38
175342975,-0.02,-0.90,-0.38
175345036,-0.02,-0.90,-0.38
175347017,-0.02,-0.90,-0.38
175348974,-0.02,-0.90,-0.39
175350968,-0.02,-0.90,-0.39
175353023,-0.02,-0.90,-0.39
175354993,-0.02,-0.90,-0.39
175356970,-0.02,-0.90,-0.39
175358966,-0.02,-0.90,-0.39
175360967,-0.02,-0.90,-0.39
175363029,-0.02,-0.90,-0.39
175365117,-0.02,-0.90,-0.39
175367019,-0.02,-0.90,-0.39
175369037,-0.02,-0.90,-0.39
175371039,-0.02,-0.91,-0.39
175373029,-0.02,-0.91,-0.39
175375020,-0.02,-0.91,-0.39
175377009,-0.02,-0.91,-0.39
175379043,-0.02,-0.91,-0.39
175381015,-0.02,-0.90,-0.39
175383006,-0.02,-0.90,-0.39
175384967,-0.02,-0.90,-0.39
175386969,-0.02,-0.90,-0.39
175388967,-0.02,-0.90,-0.39
175391078,-0.03,-0.90,-0.39
175392979,-0.03,-0.90,-0.39
175394988,-0.03,-0.90,-0.39
175396968,-0.03,-0.90,-0.39
175398979,-0.03,-0.90,-0.39
175401020,-0.02,-0.90,-0.38
175403032,-0.02,-0.90,-0.38
175405012,-0.02,-0.90,-0.38
175407006,-0.02,-0.90,-0.38
175409010,-0.02,-0.90,-0.38
175411015,-0.02,-0.90,-0.39
175413037,-0.02,-0.90,-0.39
175415121,-0.02,-0.90,-0.39
175417020,-0.02,-0.90,-0.39
175418971,-0.02,-0.90,-0.39
175421013,-0.02,-0.90,-0.39
175422978,-0.02,-0.90,-0.39
175424971,-0.02,-0.90,-0.39
175426969,-0.02,-0.90,-0.39
175428971,-0.02,-0.90,-0.39
175430969,-0.02,-0.90,-0.39
175432973,-0.02,-0.91,-0.38
175434976,-0.02,-0.91,-0.38
175436968,-0.02,-0.91,-0.38
175438967,-0.02,-0.91,-0.38
175441058,-0.02,-0.91,-0.38
175443018,-0.02,-0.90,-0.40
175445017,-0.02,-0.90,-0.40
175447009,-0.02,-0.90,-0.40
175449007,-0.02,-0.90,-0.40
175451044,-0.02,-0.90,-0.40
175453027,-0.02,-0.90,-0.39
175455016,-0.02,-0.90,-0.39
175457009,-0.02,-0.90,-0.39
175458969,-0.02,-0.90,-0.39
175460969,-0.02,-0.90,-0.39
175463034,-0.02,-0.90,-0.39
175465115,-0.02,-0.90,-0.39
175466975,-0.02,-0.90,-0.39
175468967,-0.02,-0.90,-0.39
175470978,-0.02,-0.90,-0.39
175473017,-0.02,-0.89,-0.38
175474968,-0.02,-0.89,-0.38
175476967,-0.02,-0.89,-0.38
175478959,-0.02,-0.89,-0.38
175480967,-0.02,-0.89,-0.38
175483133,-0.02,-0.90,-0.39
175485020,-0.02,-0.90,-0.39
175487007,-0.02,-0.90,-0.39
175489027,-0.02,-0.90,-0.39
175491145,-0.02,-0.90,-0.39
175493017,-0.02,-0.90,-0.39
175495016,-0.02,-0.90,-0.39
175497011,-0.02,-0.90,-0.39
175499007,-0.02,-0.90,-0.39
175500974,-0.02,-0.90,-0.39
175502982,-0.02,-0.90,-0.39
175505069,-0.02,-0.90,-0.39
175506998,-0.02,-0.90,-0.39
175508969,-0.02,-0.90,-0.39
175510966,-0.02,-0.90,-0.39
175512980,-0.02,-0.90,-0.39
175515117,-0.02,-0.91,-0.39
175516971,-0.02,-0.91,-0.39
175518966,-0.02,-0.91,-0.39
175520969,-0.02,-0.91,-0.39
175523053,-0.02,-0.91,-0.39
175525031,-0.03,-0.89,-0.38
175527009,-0.03,-0.89,-0.38
175529007,-0.03,-0.89,-0.38
175531038,-0.03,-0.89,-0.38
175533035,-0.03,-0.89,-0.38
175535017,-0.02,-0.90,-0.39
175537011,-0.02,-0.90,-0.39
175539010,-0.02,-0.90,-0.39
175541072,-0.02,-0.90,-0.39
175542969,-0.02,-0.90,-0.39
175544982,-0.02,-0.90,-0.39
175547052,-0.02,-0.90,-0.39
175548971,-0.02,-0.90,-0.39
175550974,-0.02,-0.90,-0.39
175552966,-0.02,-0.90,-0.39
175555021,-0.02,-0.90,-0.39
175557002,-0.02,-0.90,-0.39
175558969,-0.02,-0.90,-0.39
175560959,-0.02,-0.90,-0.39
175563028,-0.02,-0.90,-0.39
175565115,-0.02,-0.90,-0.39
175567011,-0.02,-0.90,-0.39
175569008,-0.02,-0.90,-0.39
175571048,-0.02,-0.90,-0.39
175573038,-0.02,-0.90,-0.39
175575018,-0.02,-0.90,-0.40
175577009,-0.02,-0.90,-0.40
175579006,-0.02,-0.90,-0.40
175581021,-0.02,-0.90,-0.40
175583036,-0.02,-0.90,-0.40
175585005,-0.02,-0.90,-0.40
175586988,-0.02,-0.89,-0.39
175588965,-0.02,-0.89,-0.39
175591125,-0.02,-0.89,-0.39
175592977,-0.02,-0.89,-0.39
175594988,-0.02,-0.89,-0.39
175596967,-0.05,-0.91,-0.39
175598970,-0.05,-0.91,-0.39
175600972,-0.05,-0.91,-0.39
175603029,-0.05,-0.91,-0.39
175605016,-0.05,-0.91,-0.39
175607010,-0.04,-0.90,-0.38
175609012,-0.04,-0.90,-0.38
175611039,-0.04,-0.90,-0.38
175613019,-0.04,-0.90,-0.38
175615108,-0.04,-0.90,-0.38
175617015,-0.03,-0.89,-0.38
175619003,-0.03,-0.89,-0.38
175620975,-0.03,-0.89,-0.38
175622994,-0.03,-0.89,-0.38
175625054,-0.03,-0.89,-0.38
175627007,-0.04,-0.90,-0.39
175628968,-0.04,-0.90,-0.39
175630968,-0.04,-0.90,-0.39
175632966,-0.04,-0.90,-0.39
175635020,-0.04,-0.90,-0.39
175636977,-0.04,-0.90,-0.39
175638974,-0.04,-0.90,-0.39
175641074,-0.04,-0.90,-0.39
175643052,-0.04,-0.90,-0.39
175645017,-0.04,-0.90,-0.39
175647013,-0.03,-0.91,-0.38
175649021,-0.03,-0.91,-0.38
175651038,-0.03,-0.91,-0.38
175653027,-0.03,-0.91,-0.38
175655007,-0.03,-0.91,-0.38
175657006,-0.03,-0.91,-0.38
175658998,0.00,-0.89,-0.40
175660966,0.00,-0.89,-0.40
175663025,0.00,-0.89,-0.40
175665123,0.00,-0.89,-0.40
175666979,0.00,-0.89,-0.40
175668967,0.00,-0.89,-0.41
175670968,0.00,-0.89,-0.41
175673016,0.00,-0.89,-0.41
175674971,0.00,-0.89,-0.41
175676966,0.00,-0.89,-0.41
175678968,-0.00,-0.90,-0.41
175680967,-0.00,-0.90,-0.41
175683029,-0.00,-0.90,-0.41
175685025,-0.00,-0.90,-0.41
175687009,-0.00,-0.90,-0.41
175689008,0.00,-0.89,-0.42
175691146,0.00,-0.89,-0.42
175693033,0.00,-0.89,-0.42
175695016,0.00,-0.89,-0.42
175697009,0.00,-0.89,-0.42
175699019,-0.00,-0.89,-0.40
175701034,-0.00,-0.89,-0.40
175703010,-0.00,-0.89,-0.40
175704965,-0.00,-0.89,-0.40
175706966,-0.00,-0.89,-0.40
175708966,-0.02,-0.90,-0.39
175711026,-0.02,-0.90,-0.39
175712991,-0.02,-0.90,-0.39
175715062,-0.02,-0.90,-0.39
175716983,-0.02,-0.90,-0.39
175718966,-0.02,-0.89,-0.39
175720959,-0.02,-0.89,-0.39
175723037,-0.02,-0.89,-0.39
175725016,-0.02,-0.89,-0.39
175727020,-0.02,-0.89,-0.39
175729035,-0.01,-0.89,-0.40
175731013,-0.01,-0.89,-0.40
175733010,-0.01,-0.89,-0.40
175735009,-0.01,-0.89,-0.40
175736966,-0.01,-0.89,-0.40
175738971,-0.01,-0.89,-0.40
175741066,-0.02,-0.90,-0.40
175742969,-0.02,-0.90,-0.40
175744974,-0.02,-0.90,-0.40
175747039,-0.02,-0.90,-0.40
175749013,-0.02,-0.90,-0.40
175750969,-0.01,-0.90,-0.40
175752969,-0.01,-0.90,-0.40
175754967,-0.01,-0.90,-0.40
175756965,-0.01,-0.90,-0.40
175759016,-0.01,-0.90,-0.40
175760969,-0.01,-0.89,-0.40
175763028,-0.01,-0.89,-0.40
175765115,-0.01,-0.89,-0.40
175767017,-0.01,-0.89,-0.40
175769034,-0.01,-0.89,-0.40
175771033,-0.02,-0.89,-0.40
175773021,-0.02,-0.89,-0.40
175775009,-0.02,-0.89,-0.40
175777009,-0.02,-0.89,-0.40
175779012,-0.02,-0.89,-0.40
175780969,-0.02,-0.90,-0.39
175783044,-0.02,-0.90,-0.39
175785019,-0.02,-0.90,-0.39
175786974,-0.02,-0.90,-0.39
175788970,-0.02,-0.90,-0.39
175791075,-0.02,-0.90,-0.39
175792981,-0.02,-0.90,-0.39
175795024,-0.02,-0.90,-0.39
175796971,-0.02,-0.90,-0.39
175798968,-0.02,-0.90,-0.39
175800958,-0.02,-0.90,-0.40
175803029,-0.02,-0.90,-0.40
175805015,-0.02,-0.90,-0.40
175807009,-0.02,-0.90,-0.40
175809009,-0.02,-0.90,-0.40
175811039,-0.02,-0.90,-0.40
175813023,-0.02,-0.90,-0.40
175815116,-0.02,-0.90,-0.40
175817013,-0.02,-0.90,-0.40
175818975,-0.02,-0.90,-0.40
175820970,-0.02,-0.90,-0.40
175822977,-0.02,-0.90,-0.40
175825035,-0.02,-0.90,-0.40
175827015,-0.02,-0.90,-0.40
175829007,-0.02,-0.90,-0.40
175830968,-0.02,-0.90,-0.40
175832966,-0.02,-0.90,-0.39
175834971,-0.02,-0.90,-0.39
175837018,-0.02,-0.90,-0.39
175838971,-0.02,-0.90,-0.39
175841073,-0.02,-0.90,-0.39
175843057,-0.02,-0.90,-0.39
175845015,-0.02,-0.90,-0.39
175847010,-0.02,-0.90,-0.39
175849024,-0.02,-0.90,-0.39
175851077,-0.02,-0.90,-0.39
175853026,-0.02,-0.90,-0.40
175855007,-0.02,-0.90,-0.40
175857008,-0.02,-0.90,-0.40
175859000,-0.02,-0.90,-0.40
175860968,-0.02,-0.90,-0.40
175862968,-0.01,-0.90,-0.40
175865063,-0.01,-0.90,-0.40
175866982,-0.01,-0.90,-0.40
175869013,-0.01,-0.90,-0.40
175871033,-0.01,-0.90,-0.40
175872968,-0.02,-0.89,-0.40
175874967,-0.02,-0.89,-0.40
175876969,-0.02,-0.89,-0.40
175878969,-0.02,-0.89,-0.40
175880969,-0.02,-0.89,-0.40
175883019,-0.02,-0.89,-0.40
175885022,-0.02,-0.89,-0.40
175887049,-0.02,-0.89,-0.40
175889029,-0.02,-0.89,-0.40
175891116,-0.02,-0.89,-0.40
175893015,-0.02,-0.89,-0.40
175895020,-0.01,-0.89,-0.39
175897010,-0.01,-0.89,-0.39
175898987,-0.01,-0.89,-0.39
175900968,-0.01,-0.89,-0.39
175902970,-0.01,-0.89,-0.39
175904967,-0.01,-0.89,-0.39
175906970,-0.01,-0.89,-0.39
175909019,-0.01,-0.89,-0.39
175911043,-0.01,-0.89,-0.39
175912978,-0.01,-0.89,-0.39
175915068,-0.01,-0.89,-0.40
175916979,-0.01,-0.89,-0.40
175918982,-0.01,-0.89,-0.40
175921015,-0.01,-0.89,-0.40
175923031,-0.01,-0.89,-0.40
175925011,-0.01,-0.89,-0.40
175927005,-0.01,-0.89,-0.40
175929009,-0.01,-0.89,-0.40
175931036,-0.01,-0.89,-0.40
175933049,-0.01,-0.89,-0.40
175935035,-0.01,-0.89,-0.41
175937011,-0.01,-0.89,-0.41
175939007,-0.01,-0.89,-0.41
175941077,-0.01,-0.89,-0.41
175942970,-0.01,-0.89,-0.41
175944967,-0.01,-0.89,-0.40
175946969,-0.01,-0.89,-0.40
175948970,-0.01,-0.89,-0.40
175951004,-0.01,-0.89,-0.40
175953039,-0.01,-0.89,-0.40
175954988,-0.01,-0.89,-0.40
175956969,-0.01,-0.89,-0.41
175958967,-0.01,-0.89,-0.41
175960967,-0.01,-0.89,-0.41
175963021,-0.01,-0.89,-0.41
175965127,-0.01,-0.89,-0.41
175967028,-0.01,-0.89,-0.40
175969010,-0.01,-0.89,-0.40
175971013,-0.01,-0.89,-0.40
175973040,-0.01,-0.89,-0.40
175975019,-0.01,-0.89,-0.40
175977007,-0.02,-0.89,-0.40
175979008,-0.02,-0.89,-0.40
175981049,-0.02,-0.89,-0.40
175983000,-0.02,-0.89,-0.40
175985007,-0.02,-0.89,-0.40
175986968,-0.02,-0.89,-0.40
175988967,-0.02,-0.89,-0.40
175991075,-0.02,-0.89,-0.40
175992973,-0.02,-0.89,-0.40
175995034,-0.02,-0.89,-0.40
175996997,-0.01,-0.90,-0.41
175998957,-0.01,-0.90,-0.41
176000958,-0.01,-0.90,-0.41
176003034,-0.01,-0.90,-0.41
176005011,-0.01,-0.90,-0.41
176007008,-0.02,-0.90,-0.40
176009004,-0.02,-0.90,-0.40
176011041,-0.02,-0.90,-0.40
176013018,-0.02,-0.90,-0.40
176015107,-0.02,-0.90,-0.40
176017016,-0.02,-0.89,-0.41
176018970,-0.02,-0.89,-0.41
176020968,-0.02,-0.89,-0.41
176022970,-0.02,-0.89,-0.41
176024968,-0.02,-0.89,-0.41
176026968,-0.02,-0.89,-0.41
176028975,-0.02,-0.89,-0.41
176030978,-0.02,-0.89,-0.41
176032971,-0.02,-0.89,-0.41
176034968,-0.02,-0.89,-0.41
176036974,-0.02,-0.89,-0.41
176038977,-0.02,-0.89,-0.41
176041047,-0.02,-0.89,-0.41
176043012,-0.02,-0.89,-0.41
176045056,-0.02,-0.89,-0.41
176047032,-0.02,-0.89,-0.41
176049011,-0.02,-0.89,-0.40
176051009,-0.02,-0.89,-0.40
176053007,-0.02,-0.89,-0.40
176055009,-0.02,-0.89,-0.40
176057007,-0.02,-0.89,-0.40
176058979,-0.02,-0.89,-0.40
176061043,-0.02,-0.89,-0.40
176062985,-0.02,-0.89,-0.40
176065064,-0.02,-0.89,-0.40
176066979,-0.02,-0.89,-0.40
176068967,-0.02,-0.90,-0.40
176070969,-0.02,-0.90,-0.40
176072972,-0.02,-0.90,-0.40
176074977,-0.02,-0.90,-0.40
176076974,-0.02,-0.90,-0.40
176078973,-0.01,-0.90,-0.40
176081009,-0.01,-0.90,-0.40
176083050,-0.01,-0.90,-0.40
176085044,-0.01,-0.90,-0.40
176087017,-0.01,-0.90,-0.40
176089008,-0.01,-0.89,-0.41
176091131,-0.01,-0.89,-0.41
176093075,-0.01,-0.89,-0.41
176095027,-0.01,-0.89,-0.41
176097009,-0.01,-0.89,-0.41
176099008,-0.01,-0.89,-0.41
176101004,-0.01,-0.89,-0.41
176103042,-0.01,-0.89,-0.41
176104984,-0.01,-0.89,-0.41
176106968,-0.01,-0.89,-0.41
176108967,-0.01,-0.89,-0.41
176110967,-0.00,-0.89,-0.41
176112971,-0.00,-0.89,-0.41
176115065,-0.00,-0.89,-0.41
176116976,-0.00,-0.89,-0.41
176118971,-0.00,-0.89,-0.41
176120959,-0.00,-0.89,-0.40
176123018,-0.00,-0.89,-0.40
176125008,-0.00,-0.89,-0.40
176127007,-0.00,-0.89,-0.40
176129009,-0.00,-0.89,-0.40
176131009,-0.01,-0.89,-0.39
176133012,-0.01,-0.89,-0.39
176134969,-0.01,-0.89,-0.39
176137001,-0.01,-0.89,-0.39
176139062,-0.01,-0.89,-0.39
176141097,-0.02,-0.89,-0.40
176142975,-0.02,-0.89,-0.40
176144970,-0.02,-0.89,-0.40
176146968,-0.02,-0.89,-0.40
176148969,-0.02,-0.89,-0.40
176150971,-0.01,-0.89,-0.41
176152973,-0.01,-0.89,-0.41
176155017,-0.01,-0.89,-0.41
176156970,-0.01,-0.89,-0.41
176158958,-0.01,-0.89,-0.41
176160972,-0.02,-0.89,-0.40
176163031,-0.02,-0.89,-0.40
176165115,-0.02,-0.89,-0.40
176167014,-0.02,-0.89,-0.40
176169006,-0.02,-0.89,-0.40
176171073,-0.02,-0.89,-0.41
176173024,-0.02,-0.89,-0.41
176175011,-0.02,-0.89,-0.41
176177009,-0.02,-0.89,-0.41
176179025,-0.02,-0.89,-0.41
176181023,-0.02,-0.89,-0.41
176182971,-0.02,-0.89,-0.41
176185000,-0.02,-0.89,-0.41
176186969,-0.02,-0.89,-0.41
176189036,-0.02,-0.89,-0.41
176191100,-0.02,-0.89,-0.41
176192974,-0.01,-0.89,-0.41
176194989,-0.01,-0.89,-0.41
176196972,-0.01,-0.89,-0.41
176198967,-0.01,-0.89,-0.41
176200966,-0.01,-0.89,-0.41
176203029,-0.01,-0.89,-0.41
176205014,-0.01,-0.89,-0.41
176207011,-0.01,-0.89,-0.41
176209027,-0.01,-0.89,-0.41
176211040,-0.01,-0.89,-0.41
176213019,-0.01,-0.89,-0.41
176215113,-0.01,-0.89,-0.41
176217016,-0.01,-0.89,-0.41
176219035,-0.01,-0.89,-0.41
176221021,-0.01,-0.89,-0.41
176222970,-0.00,-0.89,-0.40
176224974,-0.00,-0.89,-0.40
176226976,-0.00,-0.89,-0.40
176228972,-0.00,-0.89,-0.40
176230968,-0.00,-0.89,-0.40
176232968,-0.01,-0.89,-0.41
176234970,-0.01,-0.89,-0.41
176236995,-0.01,-0.89,-0.41
176239010,-0.01,-0.89,-0.41
176241120,-0.01,-0.89,-0.41
176243047,-0.01,-0.89,-0.41
176245021,-0.01,-0.89,-0.41
176247014,-0.01,-0.89,-0.41
176249026,-0.01,-0.89,-0.41
176251041,-0.01,-0.89,-0.41
176253017,-0.01,-0.89,-0.41
176255010,-0.01,-0.90,-0.41
176257006,-0.01,-0.90,-0.41
176258969,-0.01,-0.90,-0.41
176260967,-0.01,-0.90,-0.41
176263000,-0.01,-0.90,-0.41
176265131,-0.01,-0.89,-0.41
176266999,-0.01,-0.89,-0.41
176268971,-0.01,-0.89,-0.41
176270968,-0.01,-0.89,-0.41
176273000,-0.01,-0.89,-0.41
176275013,-0.01,-0.89,-0.40
176276968,-0.01,-0.89,-0.40
176278968,-0.01,-0.89,-0.40
176280969,-0.01,-0.89,-0.40
176283030,-0.01,-0.89,-0.40
176285031,-0.01,-0.89,-0.41
176287008,-0.01,-0.89,-0.41
176289008,-0.01,-0.89,-0.41
176291142,-0.01,-0.89,-0.41
176293023,-0.01,-0.89,-0.41
176295029,-0.01,-0.89,-0.41
176297008,-0.01,-0.89,-0.41
176299007,-0.01,-0.89,-0.41
176300970,-0.01,-0.89,-0.41
176303050,-0.01,-0.89,-0.41
176304979,-0.02,-0.89,-0.41
176306971,-0.02,-0.89,-0.41
176308966,-0.02,-0.89,-0.41
176311016,-0.02,-0.89,-0.41
176312967,-0.02,-0.89,-0.41
176315062,-0.01,-0.90,-0.41
176316976,-0.01,-0.90,-0.41
176318976,-0.01,-0.90,-0.41
176320958,-0.01,-0.90,-0.41
176323030,-0.01,-0.90,-0.41
176325014,-0.01,-0.90,-0.41
176327009,-0.02,-0.89,-0.41
176329006,-0.02,-0.89,-0.41
176331007,-0.02,-0.89,-0.41
176333007,-0.02,-0.89,-0.41
176335008,-0.02,-0.89,-0.41
176336968,-0.02,-0.88,-0.41
176338970,-0.02,-0.88,-0.41
176341075,-0.02,-0.88,-0.41
176342981,-0.02,-0.88,-0.41
176345086,-0.02,-0.88,-0.41
176346998,-0.01,-0.89,-0.41
176348966,-0.01,-0.89,-0.41
176350958,-0.01,-0.89,-0.41
176352958,-0.01,-0.89,-0.41
176354996,-0.01,-0.89,-0.41
176357014,-0.01,-0.89,-0.42
176358974,-0.01,-0.89,-0.42
176360966,-0.01,-0.89,-0.42
176363035,-0.01,-0.89,-0.42
176365116,-0.01,-0.89,-0.42
176367017,-0.01,-0.89,-0.42
176369012,-0.01,-0.89,-0.42
176371036,-0.01,-0.89,-0.42
176373043,-0.01,-0.89,-0.42
176375024,-0.01,-0.89,-0.42
176377008,-0.01,-0.88,-0.41
176378999,-0.01,-0.88,-0.41
176380967,-0.01,-0.88,-0.41
176382968,-0.01,-0.88,-0.41
176385001,-0.01,-0.88,-0.41
176386966,-0.01,-0.89,-0.42
176388999,-0.01,-0.89,-0.42
176391149,-0.01,-0.89,-0.42
176392998,-0.01,-0.89,-0.42
176394987,-0.01,-0.89,-0.42
176396971,-0.00,-0.89,-0.41
176398973,-0.00,-0.89,-0.41
176401020,-0.00,-0.89,-0.41
176403032,-0.00,-0.89,-0.41
176405015,-0.00,-0.89,-0.41
176407009,-0.00,-0.89,-0.41
176409005,-0.01,-0.89,-0.41
176411042,-0.01,-0.89,-0.41
176413037,-0.01,-0.89,-0.41
176415119,-0.01,-0.89,-0.41
176417008,-0.01,-0.89,-0.41
176418967,-0.01,-0.89,-0.41
176420976,-0.01,-0.89,-0.41
176423058,-0.01,-0.89,-0.41
176424996,-0.01,-0.89,-0.41
176426966,-0.01,-0.89,-0.41
176428966,-0.00,-0.89,-0.41
176430995,-0.00,-0.89,-0.41
176433019,-0.00,-0.89,-0.41
176434966,-0.00,-0.89,-0.41
176436969,-0.00,-0.89,-0.41
176438959,-0.00,-0.89,-0.41
176441072,-0.00,-0.89,-0.41
176443047,-0.00,-0.89,-0.41
176445032,-0.00,-0.89,-0.41
176447011,-0.00,-0.89,-0.41
176449006,-0.01,-0.89,-0.42
176451017,-0.01,-0.89,-0.42
176453090,-0.01,-0.89,-0.42
176455022,-0.01,-0.89,-0.42
176457008,-0.01,-0.89,-0.42
176459010,-0.01,-0.89,-0.41
176460974,-0.01,-0.89,-0.41
176463044,-0.01,-0.89,-0.41
176465100,-0.01,-0.89,-0.41
176466978,-0.01,-0.89,-0.41
176468971,-0.01,-0.89,-0.42
176470970,-0.01,-0.89,-0.42
176472966,-0.01,-0.89,-0.42
176474974,-0.01,-0.89,-0.42
176477020,-0.01,-0.89,-0.42
176478968,-0.01,-0.89,-0.42
176480966,-0.02,-0.89,-0.41
176483030,-0.02,-0.89,-0.41
176485033,-0.02,-0.89,-0.41
176487006,-0.02,-0.89,-0.41
176489020,-0.02,-0.89,-0.41
176491142,-0.01,-0.89,-0.42
176493018,-0.01,-0.89,-0.42
176495017,-0.01,-0.89,-0.42
176497007,-0.01,-0.89,-0.42
176499006,-0.01,-0.89,-0.42
176500967,-0.01,-0.88,-0.42
176502978,-0.01,-0.88,-0.42
176505081,-0.01,-0.88,-0.42
176506997,-0.01,-0.88,-0.42
176508966,-0.01,-0.88,-0.42
176510957,-0.00,-0.88,-0.42
